scenario,policy,benchmark,placement_tag,repeat,thread_slot,thread_tid,thread_pid,total_runtime_ms,ccd0_pct,ccd1_pct,ccd2_pct,ccd3_pct,other_pct,core_pct_map
free-cores,same-chiplet,pr,cores-18-19-20,2,worker-2,41147,41144,2592.587000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,pr,cores-18-19-20,3,master,41301,41301,2059.575000,0.00,0.00,99.83,0.00,0.17,"18:99.83, 118:0.17"
free-cores,same-chiplet,pr,cores-18-19-20,3,worker-1,41303,41301,2600.215000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,pr,cores-18-19-20,3,worker-2,41304,41301,2597.465000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,pr,cores-18-19-20,4,master,41344,41344,2147.712000,0.00,0.00,99.89,0.00,0.11,"18:99.89, 118:0.11"
free-cores,same-chiplet,pr,cores-18-19-20,4,worker-1,41346,41344,2595.104000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,pr,cores-18-19-20,4,worker-2,41347,41344,2591.538000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,pr,cores-18-19-20,5,master,41376,41376,2284.971000,0.00,0.00,99.86,0.00,0.14,"18:99.86, 125:0.14"
free-cores,same-chiplet,pr,cores-18-19-20,5,worker-1,41378,41376,2596.018000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,pr,cores-18-19-20,5,worker-2,41379,41376,2592.936000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,pr,cores-25-26-27,1,master,41407,41407,3303.858000,0.00,0.00,0.00,99.94,0.06,"25:99.94, 34:0.06"
free-cores,same-chiplet,pr,cores-25-26-27,1,worker-1,41411,41407,3268.763000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,pr,cores-25-26-27,1,worker-2,41412,41407,3266.477000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,pr,cores-25-26-27,2,master,41577,41577,3296.247000,0.00,0.00,0.00,99.91,0.09,"25:99.91, 118:0.09"
free-cores,same-chiplet,pr,cores-25-26-27,2,worker-1,41579,41577,3273.166000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,pr,cores-25-26-27,2,worker-2,41580,41577,3269.579000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,pr,cores-25-26-27,3,master,41729,41729,3395.188000,0.00,0.00,0.00,99.90,0.10,"25:99.90, 118:0.10"
free-cores,same-chiplet,pr,cores-25-26-27,3,worker-1,41731,41729,3288.958000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,pr,cores-25-26-27,3,worker-2,41732,41729,3284.724000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,pr,cores-25-26-27,4,master,41897,41897,3395.562000,0.00,0.00,0.00,99.90,0.10,"25:99.90, 118:0.10"
free-cores,same-chiplet,pr,cores-25-26-27,4,worker-1,41899,41897,3291.127000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,pr,cores-25-26-27,4,worker-2,41900,41897,3286.443000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,pr,cores-25-26-27,5,master,41942,41942,3364.992000,0.00,0.00,0.00,99.91,0.09,"25:99.91, 118:0.09"
free-cores,same-chiplet,pr,cores-25-26-27,5,worker-1,41944,41942,3291.700000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,pr,cores-25-26-27,5,worker-2,41945,41942,3289.970000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,pr,cores-4-5-6,1,master,40270,40270,2265.398000,99.86,0.00,0.00,0.00,0.14,"4:99.86, 118:0.14"
free-cores,same-chiplet,pr,cores-4-5-6,1,worker-1,40272,40270,2522.722000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,pr,cores-4-5-6,1,worker-2,40273,40270,2521.896000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,pr,cores-4-5-6,2,master,40303,40303,2373.129000,99.86,0.00,0.00,0.00,0.14,"4:99.86, 118:0.14"
free-cores,same-chiplet,pr,cores-4-5-6,2,worker-1,40305,40303,2526.069000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,pr,cores-4-5-6,2,worker-2,40306,40303,2523.156000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,pr,cores-4-5-6,3,master,40334,40334,2489.273000,99.87,0.00,0.00,0.00,0.13,"4:99.87, 118:0.13"
free-cores,same-chiplet,pr,cores-4-5-6,3,worker-1,40337,40334,2529.002000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,pr,cores-4-5-6,3,worker-2,40338,40334,2523.328000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,pr,cores-4-5-6,4,master,40374,40374,2564.942000,99.89,0.00,0.00,0.00,0.11,"4:99.89, 118:0.11"
free-cores,same-chiplet,pr,cores-4-5-6,4,worker-1,40376,40374,2527.099000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,pr,cores-4-5-6,4,worker-2,40377,40374,2523.058000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,pr,cores-4-5-6,5,master,40427,40427,1711.267000,99.80,0.00,0.00,0.00,0.20,"4:99.80, 118:0.20"
free-cores,same-chiplet,pr,cores-4-5-6,5,worker-1,40527,40427,2524.429000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,pr,cores-4-5-6,5,worker-2,40528,40427,2521.489000,100.00,0.00,0.00,0.00,0.00,6:100.00
