scenario,policy,benchmark,placement_tag,repeat,thread_slot,thread_tid,thread_pid,total_runtime_ms,ccd0_pct,ccd1_pct,ccd2_pct,ccd3_pct,other_pct,core_pct_map
free-cores,optimal,bfs,,4,worker-1,297780,297776,2369.724000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,bfs,,4,worker-2,297781,297776,2363.363000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,optimal,bfs,,5,master,297844,297844,2412.035000,99.86,0.00,0.00,0.00,0.14,"4:99.86, 118:0.14"
free-cores,optimal,bfs,,5,worker-1,297846,297844,2364.433000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,bfs,,5,worker-2,297847,297844,2359.698000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,bfs,cores-11-12-13,1,master,38706,38706,2260.489000,0.00,99.87,0.00,0.00,0.13,"11:99.87, 118:0.13"
free-cores,same-chiplet,bfs,cores-11-12-13,1,worker-1,38708,38706,2410.156000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,bfs,cores-11-12-13,1,worker-2,38709,38706,2405.149000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,bfs,cores-11-12-13,2,master,38860,38860,2312.427000,0.00,99.87,0.00,0.00,0.13,"11:99.87, 118:0.13"
free-cores,same-chiplet,bfs,cores-11-12-13,2,worker-1,38862,38860,2389.662000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,bfs,cores-11-12-13,2,worker-2,38863,38860,2385.253000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,bfs,cores-11-12-13,3,master,38909,38909,2428.210000,0.00,99.88,0.00,0.00,0.12,"11:99.88, 118:0.12"
free-cores,same-chiplet,bfs,cores-11-12-13,3,worker-1,38911,38909,2393.769000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,bfs,cores-11-12-13,3,worker-2,38912,38909,2387.197000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,bfs,cores-11-12-13,4,master,39148,39148,1528.235000,0.00,99.80,0.00,0.00,0.20,"11:99.80, 118:0.20"
free-cores,same-chiplet,bfs,cores-11-12-13,4,worker-1,39153,39148,2422.399000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,bfs,cores-11-12-13,4,worker-2,39154,39148,2416.801000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,bfs,cores-11-12-13,5,master,39317,39317,1639.969000,0.00,99.82,0.00,0.00,0.18,"11:99.82, 118:0.18"
free-cores,same-chiplet,bfs,cores-11-12-13,5,worker-1,39319,39317,2401.940000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,bfs,cores-11-12-13,5,worker-2,39320,39317,2396.285000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,bfs,cores-18-19-20,1,master,39558,39558,1545.514000,0.00,0.00,99.80,0.00,0.20,"18:99.80, 118:0.20"
free-cores,same-chiplet,bfs,cores-18-19-20,1,worker-1,39560,39558,2437.099000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,bfs,cores-18-19-20,1,worker-2,39561,39558,2432.469000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,bfs,cores-18-19-20,2,master,39711,39711,2386.525000,0.00,0.00,99.88,0.00,0.12,"18:99.88, 118:0.12"
free-cores,same-chiplet,bfs,cores-18-19-20,2,worker-1,39713,39711,2442.285000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,bfs,cores-18-19-20,2,worker-2,39714,39711,2438.414000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,bfs,cores-18-19-20,3,master,39860,39860,1764.339000,0.00,0.00,99.84,0.00,0.16,"18:99.84, 118:0.16"
free-cores,same-chiplet,bfs,cores-18-19-20,3,worker-1,39862,39860,2435.174000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,bfs,cores-18-19-20,3,worker-2,39863,39860,2430.718000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,bfs,cores-18-19-20,4,master,39906,39906,1760.618000,0.00,0.00,99.83,0.00,0.17,"18:99.83, 118:0.17"
free-cores,same-chiplet,bfs,cores-18-19-20,4,worker-1,39908,39906,2423.792000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,bfs,cores-18-19-20,4,worker-2,39909,39906,2418.332000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,bfs,cores-18-19-20,5,master,39944,39944,1699.722000,0.00,0.00,99.84,0.00,0.16,"18:99.84, 34:0.16"
free-cores,same-chiplet,bfs,cores-18-19-20,5,worker-1,39947,39944,2426.927000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,bfs,cores-18-19-20,5,worker-2,39948,39944,2423.502000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,bfs,cores-25-26-27,1,master,40097,40097,2728.685000,0.00,0.00,0.00,99.89,0.11,"25:99.89, 118:0.11"
free-cores,same-chiplet,bfs,cores-25-26-27,1,worker-1,40099,40097,2971.464000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,bfs,cores-25-26-27,1,worker-2,40100,40097,2965.809000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,bfs,cores-25-26-27,2,master,40129,40129,2808.962000,0.00,0.00,0.00,99.90,0.10,"25:99.90, 118:0.05, 34:0.05"
free-cores,same-chiplet,bfs,cores-25-26-27,2,worker-1,40131,40129,2921.064000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,bfs,cores-25-26-27,2,worker-2,40132,40129,2916.127000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,bfs,cores-25-26-27,3,master,40160,40160,2875.579000,0.00,0.00,0.00,99.94,0.06,"25:99.94, 34:0.06"
free-cores,same-chiplet,bfs,cores-25-26-27,3,worker-1,40166,40160,2940.595000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,bfs,cores-25-26-27,3,worker-2,40167,40160,2936.031000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,bfs,cores-25-26-27,4,master,40200,40200,2936.716000,0.00,0.00,0.00,99.91,0.09,"25:99.91, 118:0.09"
free-cores,same-chiplet,bfs,cores-25-26-27,4,worker-1,40202,40200,2942.254000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,bfs,cores-25-26-27,4,worker-2,40203,40200,2932.202000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,bfs,cores-25-26-27,5,master,40237,40237,2948.624000,0.00,0.00,0.00,99.89,0.11,"25:99.89, 118:0.11"
free-cores,same-chiplet,bfs,cores-25-26-27,5,worker-1,40239,40237,2932.389000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,bfs,cores-25-26-27,5,worker-2,40240,40237,2926.294000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,bfs,cores-4-5-6,1,master,38446,38446,2387.310000,99.88,0.00,0.00,0.00,0.12,"4:99.88, 118:0.12"
free-cores,same-chiplet,bfs,cores-4-5-6,1,worker-1,38448,38446,2398.048000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,bfs,cores-4-5-6,1,worker-2,38449,38446,2392.295000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,bfs,cores-4-5-6,2,master,38478,38478,1985.088000,99.84,0.00,0.00,0.00,0.16,"4:99.84, 118:0.16"
free-cores,same-chiplet,bfs,cores-4-5-6,2,worker-1,38480,38478,2403.664000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,bfs,cores-4-5-6,2,worker-2,38481,38478,2400.594000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,bfs,cores-4-5-6,3,master,38509,38509,2101.042000,99.85,0.00,0.00,0.00,0.15,"4:99.85, 118:0.15"
free-cores,same-chiplet,bfs,cores-4-5-6,3,worker-1,38511,38509,2379.099000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,bfs,cores-4-5-6,3,worker-2,38512,38509,2373.484000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,bfs,cores-4-5-6,4,master,38540,38540,2215.760000,99.91,0.00,0.00,0.00,0.09,"4:99.91, 34:0.09"
free-cores,same-chiplet,bfs,cores-4-5-6,4,worker-1,38542,38540,2381.791000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,bfs,cores-4-5-6,4,worker-2,38543,38540,2377.034000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,bfs,cores-4-5-6,5,master,38571,38571,2273.059000,99.86,0.00,0.00,0.00,0.14,"4:99.86, 118:0.14"
free-cores,same-chiplet,bfs,cores-4-5-6,5,worker-1,38573,38571,2380.052000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,bfs,cores-4-5-6,5,worker-2,38574,38571,2374.795000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,eevdf,cc,,1,master,297337,297337,2656.629000,100.00,0.00,0.00,0.00,0.00,4:100.00
free-cores,eevdf,cc,,1,worker-1,297339,297337,2645.113000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,eevdf,cc,,1,worker-2,297340,297337,3186.117000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,eevdf,cc,,2,master,297392,297392,3090.069000,0.00,0.00,0.00,100.00,0.00,25:100.00
free-cores,eevdf,cc,,2,worker-1,297398,297392,2640.022000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,eevdf,cc,,2,worker-2,297399,297392,2629.956000,100.00,0.00,0.00,0.00,0.00,4:100.00
free-cores,eevdf,cc,,3,master,297496,297496,2649.153000,100.00,0.00,0.00,0.00,0.00,4:100.00
free-cores,eevdf,cc,,3,worker-1,297498,297496,2644.398000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,eevdf,cc,,3,worker-2,297499,297496,3169.823000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,eevdf,cc,,4,master,297570,297570,2644.270000,100.00,0.00,0.00,0.00,0.00,4:100.00
free-cores,eevdf,cc,,4,worker-1,297572,297570,2631.625000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,eevdf,cc,,4,worker-2,297573,297570,3154.787000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,eevdf,cc,,5,master,297604,297604,2667.846000,100.00,0.00,0.00,0.00,0.00,"6:60.34, 4:39.66"
free-cores,eevdf,cc,,5,worker-1,297606,297604,2641.154000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,eevdf,cc,,5,worker-2,297607,297604,3172.921000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,optimal,cc,,1,master,298356,298356,2243.977000,99.85,0.00,0.00,0.00,0.15,"4:99.85, 132:0.15"
free-cores,optimal,cc,,1,worker-1,298364,298356,2413.318000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,cc,,1,worker-2,298365,298356,2407.662000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,optimal,cc,,2,master,298397,298397,2371.651000,99.86,0.00,0.00,0.00,0.14,"4:99.86, 125:0.14"
free-cores,optimal,cc,,2,worker-1,298399,298397,2400.620000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,cc,,2,worker-2,298400,298397,2398.100000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,optimal,cc,,3,master,298437,298437,1816.460000,99.84,0.00,0.00,0.00,0.16,"4:99.84, 125:0.16"
free-cores,optimal,cc,,3,worker-1,298439,298437,2408.688000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,cc,,3,worker-2,298440,298437,2404.606000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,optimal,cc,,4,master,298491,298491,2387.825000,99.88,0.00,0.00,0.00,0.12,"4:99.88, 118:0.12"
free-cores,optimal,cc,,4,worker-1,298494,298491,2395.545000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,cc,,4,worker-2,298495,298491,2390.691000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,optimal,cc,,5,master,298805,298805,1839.579000,99.81,0.00,0.00,0.00,0.19,"4:99.81, 118:0.19"
free-cores,optimal,cc,,5,worker-1,298807,298805,2422.192000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,cc,,5,worker-2,298808,298805,2407.880000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,cc,cores-11-12-13,1,master,42514,42514,1712.318000,0.00,99.80,0.00,0.00,0.20,"11:99.80, 112:0.20"
free-cores,same-chiplet,cc,cores-11-12-13,1,worker-1,42521,42514,2443.267000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,cc,cores-11-12-13,1,worker-2,42522,42514,2439.495000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,cc,cores-11-12-13,2,master,42561,42561,2303.171000,0.00,99.87,0.00,0.00,0.13,"11:99.87, 125:0.13"
free-cores,same-chiplet,cc,cores-11-12-13,2,worker-1,42563,42561,2466.946000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,cc,cores-11-12-13,2,worker-2,42564,42561,2462.518000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,cc,cores-11-12-13,3,master,42592,42592,1752.455000,0.00,99.83,0.00,0.00,0.17,"11:99.83, 125:0.17"
free-cores,same-chiplet,cc,cores-11-12-13,3,worker-1,42597,42592,2431.989000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,cc,cores-11-12-13,3,worker-2,42598,42592,2426.109000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,cc,cores-11-12-13,4,master,42626,42626,1836.881000,0.00,99.85,0.00,0.00,0.15,"11:99.85, 118:0.15"
free-cores,same-chiplet,cc,cores-11-12-13,4,worker-1,42628,42626,2452.625000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,cc,cores-11-12-13,4,worker-2,42629,42626,2447.312000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,cc,cores-11-12-13,5,master,42749,42749,1731.773000,0.00,99.86,0.00,0.00,0.14,"11:99.86, 118:0.14"
free-cores,same-chiplet,cc,cores-11-12-13,5,worker-1,42751,42749,2446.937000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,cc,cores-11-12-13,5,worker-2,42752,42749,2441.674000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,cc,cores-18-19-20,1,master,42780,42780,2467.741000,0.00,0.00,99.87,0.00,0.13,"18:99.87, 118:0.13"
free-cores,same-chiplet,cc,cores-18-19-20,1,worker-1,42782,42780,2464.719000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,cc,cores-18-19-20,1,worker-2,42783,42780,2459.885000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,cc,cores-18-19-20,2,master,42814,42814,1837.063000,0.00,0.00,99.84,0.00,0.16,"18:99.84, 118:0.16"
free-cores,same-chiplet,cc,cores-18-19-20,2,worker-1,42816,42814,2481.769000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,cc,cores-18-19-20,2,worker-2,42817,42814,2477.251000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,cc,cores-18-19-20,3,master,42849,42849,1902.635000,0.00,0.00,99.86,0.00,0.14,"18:99.86, 125:0.14"
free-cores,same-chiplet,cc,cores-18-19-20,3,worker-1,42851,42849,2483.974000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,cc,cores-18-19-20,3,worker-2,42852,42849,2481.061000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,cc,cores-18-19-20,4,master,43014,43014,1879.385000,0.00,0.00,99.86,0.00,0.14,"18:99.86, 125:0.14"
free-cores,same-chiplet,cc,cores-18-19-20,4,worker-1,43124,43014,2465.021000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,cc,cores-18-19-20,4,worker-2,43125,43014,2461.728000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,cc,cores-18-19-20,5,master,43181,43181,1961.162000,0.00,0.00,99.85,0.00,0.15,"18:99.85, 112:0.15"
free-cores,same-chiplet,cc,cores-18-19-20,5,worker-1,43183,43181,2453.105000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,cc,cores-18-19-20,5,worker-2,43184,43181,2449.824000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,cc,cores-25-26-27,1,master,43319,43319,2964.281000,0.00,0.00,0.00,99.90,0.10,"25:99.90, 118:0.10"
free-cores,same-chiplet,cc,cores-25-26-27,1,worker-1,43321,43319,2997.407000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,cc,cores-25-26-27,1,worker-2,43322,43319,2993.079000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,cc,cores-25-26-27,2,master,43379,43379,3076.679000,0.00,0.00,0.00,99.90,0.10,"25:99.90, 118:0.10"
free-cores,same-chiplet,cc,cores-25-26-27,2,worker-1,43381,43379,2999.438000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,cc,cores-25-26-27,2,worker-2,43382,43379,2996.657000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,cc,cores-25-26-27,3,master,43534,43534,2184.126000,0.00,0.00,0.00,99.87,0.13,"25:99.87, 118:0.13"
free-cores,same-chiplet,cc,cores-25-26-27,3,worker-1,43536,43534,2996.542000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,cc,cores-25-26-27,3,worker-2,43537,43534,2991.706000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,cc,cores-25-26-27,4,master,43578,43578,3156.164000,0.00,0.00,0.00,99.91,0.09,"25:99.91, 118:0.09"
free-cores,same-chiplet,cc,cores-25-26-27,4,worker-1,43580,43578,3016.980000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,cc,cores-25-26-27,4,worker-2,43581,43578,3009.908000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,cc,cores-25-26-27,5,master,43731,43731,2230.896000,0.00,0.00,0.00,99.84,0.16,"25:99.84, 118:0.16"
free-cores,same-chiplet,cc,cores-25-26-27,5,worker-1,43837,43731,2999.816000,0.00,0.00,0.00,100.00,0.00,26:100.00
free-cores,same-chiplet,cc,cores-25-26-27,5,worker-2,43838,43731,2997.376000,0.00,0.00,0.00,100.00,0.00,27:100.00
free-cores,same-chiplet,cc,cores-4-5-6,1,master,41977,41977,1581.060000,99.81,0.00,0.00,0.00,0.19,"4:99.81, 118:0.19"
free-cores,same-chiplet,cc,cores-4-5-6,1,worker-1,41979,41977,2431.733000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,cc,cores-4-5-6,1,worker-2,41980,41977,2428.663000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,cc,cores-4-5-6,2,master,42008,42008,1581.258000,99.80,0.00,0.00,0.00,0.20,"4:99.80, 118:0.20"
free-cores,same-chiplet,cc,cores-4-5-6,2,worker-1,42010,42008,2432.787000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,cc,cores-4-5-6,2,worker-2,42011,42008,2428.516000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,cc,cores-4-5-6,3,master,42045,42045,2111.779000,99.87,0.00,0.00,0.00,0.13,"4:99.87, 118:0.13"
free-cores,same-chiplet,cc,cores-4-5-6,3,worker-1,42047,42045,2404.956000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,cc,cores-4-5-6,3,worker-2,42048,42045,2402.057000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,cc,cores-4-5-6,4,master,42196,42196,1640.336000,99.82,0.00,0.00,0.00,0.18,"4:99.82, 118:0.18"
free-cores,same-chiplet,cc,cores-4-5-6,4,worker-1,42207,42196,2409.781000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,cc,cores-4-5-6,4,worker-2,42208,42196,2406.093000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,cc,cores-4-5-6,5,master,42343,42343,1738.959000,99.80,0.00,0.00,0.00,0.20,"4:99.80, 118:0.20"
free-cores,same-chiplet,cc,cores-4-5-6,5,worker-1,42345,42343,2409.122000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,same-chiplet,cc,cores-4-5-6,5,worker-2,42346,42343,2404.049000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,eevdf,pr,,1,master,297015,297015,2538.148000,100.00,0.00,0.00,0.00,0.00,4:100.00
free-cores,eevdf,pr,,1,worker-1,297017,297015,2696.115000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,eevdf,pr,,1,worker-2,297018,297015,2687.200000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,eevdf,pr,,2,master,297058,297058,2061.794000,100.00,0.00,0.00,0.00,0.00,4:100.00
free-cores,eevdf,pr,,2,worker-1,297060,297058,2733.264000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,eevdf,pr,,2,worker-2,297061,297058,2731.715000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,eevdf,pr,,3,master,297099,297099,2769.252000,100.00,0.00,0.00,0.00,0.00,4:100.00
free-cores,eevdf,pr,,3,worker-1,297114,297099,2722.430000,0.00,100.00,0.00,0.00,0.00,"13:58.63, 12:41.37"
free-cores,eevdf,pr,,3,worker-2,297115,297099,2706.252000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,eevdf,pr,,4,master,297148,297148,2565.993000,100.00,0.00,0.00,0.00,0.00,4:100.00
free-cores,eevdf,pr,,4,worker-1,297150,297148,2728.461000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,eevdf,pr,,4,worker-2,297151,297148,2721.527000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,eevdf,pr,,5,master,297188,297188,2268.141000,100.00,0.00,0.00,0.00,0.00,4:100.00
free-cores,eevdf,pr,,5,worker-1,297190,297188,2779.499000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,eevdf,pr,,5,worker-2,297191,297188,2764.439000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,optimal,pr,,1,master,297879,297879,2376.816000,99.87,0.00,0.00,0.00,0.13,"4:99.87, 125:0.13"
free-cores,optimal,pr,,1,worker-1,297882,297879,2513.973000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,pr,,1,worker-2,297883,297879,2511.565000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,optimal,pr,,2,master,298204,298204,1820.412000,99.84,0.00,0.00,0.00,0.16,"4:99.84, 118:0.16"
free-cores,optimal,pr,,2,worker-1,298206,298204,2515.846000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,pr,,2,worker-2,298207,298204,2514.796000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,optimal,pr,,3,master,298244,298244,1664.429000,99.82,0.00,0.00,0.00,0.18,"4:99.82, 118:0.18"
free-cores,optimal,pr,,3,worker-1,298246,298244,2541.961000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,pr,,3,worker-2,298247,298244,2537.213000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,optimal,pr,,4,master,298279,298279,2472.464000,99.88,0.00,0.00,0.00,0.12,"4:99.88, 118:0.12"
free-cores,optimal,pr,,4,worker-1,298281,298279,2509.450000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,pr,,4,worker-2,298282,298279,2505.355000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,optimal,pr,,5,master,298320,298320,2071.859000,99.83,0.00,0.00,0.00,0.17,"4:99.83, 117:0.17"
free-cores,optimal,pr,,5,worker-1,298322,298320,2534.746000,100.00,0.00,0.00,0.00,0.00,5:100.00
free-cores,optimal,pr,,5,worker-2,298323,298320,2526.592000,100.00,0.00,0.00,0.00,0.00,6:100.00
free-cores,same-chiplet,pr,cores-11-12-13,1,master,40689,40689,2612.822000,0.00,99.89,0.00,0.00,0.11,"11:99.89, 118:0.11"
free-cores,same-chiplet,pr,cores-11-12-13,1,worker-1,40691,40689,2564.842000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,pr,cores-11-12-13,1,worker-2,40692,40689,2563.760000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,pr,cores-11-12-13,2,master,40720,40720,2616.799000,0.00,99.89,0.00,0.00,0.11,"11:99.89, 118:0.11"
free-cores,same-chiplet,pr,cores-11-12-13,2,worker-1,40722,40720,2579.323000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,pr,cores-11-12-13,2,worker-2,40723,40720,2574.706000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,pr,cores-11-12-13,3,master,40883,40883,2572.383000,0.00,99.89,0.00,0.00,0.11,"11:99.89, 118:0.11"
free-cores,same-chiplet,pr,cores-11-12-13,3,worker-1,40885,40883,2550.780000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,pr,cores-11-12-13,3,worker-2,40886,40883,2546.543000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,pr,cores-11-12-13,4,master,41038,41038,1676.205000,0.00,99.83,0.00,0.00,0.17,"11:99.83, 118:0.17"
free-cores,same-chiplet,pr,cores-11-12-13,4,worker-1,41040,41038,2541.454000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,pr,cores-11-12-13,4,worker-2,41041,41038,2536.892000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,pr,cores-11-12-13,5,master,41081,41081,1831.748000,0.00,99.87,0.00,0.00,0.13,"11:99.87, 34:0.13"
free-cores,same-chiplet,pr,cores-11-12-13,5,worker-1,41083,41081,2548.113000,0.00,100.00,0.00,0.00,0.00,12:100.00
free-cores,same-chiplet,pr,cores-11-12-13,5,worker-2,41084,41081,2543.745000,0.00,100.00,0.00,0.00,0.00,13:100.00
free-cores,same-chiplet,pr,cores-18-19-20,1,master,41112,41112,2595.551000,0.00,0.00,99.88,0.00,0.12,"18:99.88, 118:0.12"
free-cores,same-chiplet,pr,cores-18-19-20,1,worker-1,41114,41112,2577.088000,0.00,0.00,100.00,0.00,0.00,19:100.00
free-cores,same-chiplet,pr,cores-18-19-20,1,worker-2,41115,41112,2572.662000,0.00,0.00,100.00,0.00,0.00,20:100.00
free-cores,same-chiplet,pr,cores-18-19-20,2,master,41144,41144,1981.009000,0.00,0.00,99.84,0.00,0.16,"18:99.84, 118:0.16"
free-cores,same-chiplet,pr,cores-18-19-20,2,worker-1,41146,41144,2595.071000,0.00,0.00,100.00,0.00,0.00,19:100.00
