scenario,policy,benchmark,placement_tag,placement_detail,omp_threads,repeat,trial_time_s,perf_sched_status,perf_sched_trace_path,perf_sched_cpus
free-cores,same-chiplet,cc,cores-25-26-27,"OMP_PLACES={25},{26},{27}",3,1,0.058240,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__cc__cores-25-26-27__r1__perf.timehist.log,"25,26,27,118"
free-cores,same-chiplet,cc,cores-25-26-27,"OMP_PLACES={25},{26},{27}",3,2,0.054680,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__cc__cores-25-26-27__r2__perf.timehist.log,"25,26,27,118"
free-cores,same-chiplet,cc,cores-25-26-27,"OMP_PLACES={25},{26},{27}",3,3,0.055510,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__cc__cores-25-26-27__r3__perf.timehist.log,"25,26,27,118"
free-cores,same-chiplet,cc,cores-25-26-27,"OMP_PLACES={25},{26},{27}",3,4,0.058550,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__cc__cores-25-26-27__r4__perf.timehist.log,"25,26,27,118"
free-cores,same-chiplet,cc,cores-25-26-27,"OMP_PLACES={25},{26},{27}",3,5,0.058160,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__cc__cores-25-26-27__r5__perf.timehist.log,"25,26,27,118"
free-cores,same-chiplet,cc,cores-4-5-6,"OMP_PLACES={4},{5},{6}",3,1,0.029880,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__cc__cores-4-5-6__r1__perf.timehist.log,"4,5,6,118"
free-cores,same-chiplet,cc,cores-4-5-6,"OMP_PLACES={4},{5},{6}",3,2,0.029320,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__cc__cores-4-5-6__r2__perf.timehist.log,"4,5,6,118"
free-cores,same-chiplet,cc,cores-4-5-6,"OMP_PLACES={4},{5},{6}",3,3,0.028740,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__cc__cores-4-5-6__r3__perf.timehist.log,"4,5,6,118"
free-cores,same-chiplet,cc,cores-4-5-6,"OMP_PLACES={4},{5},{6}",3,4,0.030240,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__cc__cores-4-5-6__r4__perf.timehist.log,"4,5,6,118"
free-cores,same-chiplet,cc,cores-4-5-6,"OMP_PLACES={4},{5},{6}",3,5,0.028860,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__cc__cores-4-5-6__r5__perf.timehist.log,"4,5,6,118"
free-cores,eevdf,pr,,,3,1,0.171600,recorded,/home/seunghyun/exp3/exp1/results/full-run-k20-sudo-perf/raw/free-cores__eevdf__pr__r1__perf.timehist.log,"4,12,20"
free-cores,eevdf,pr,,,3,2,0.172390,recorded,/home/seunghyun/exp3/exp1/results/full-run-k20-sudo-perf/raw/free-cores__eevdf__pr__r2__perf.timehist.log,"4,12,20"
free-cores,eevdf,pr,,,3,3,0.189410,recorded,/home/seunghyun/exp3/exp1/results/full-run-k20-sudo-perf/raw/free-cores__eevdf__pr__r3__perf.timehist.log,"4,12,13,20"
free-cores,eevdf,pr,,,3,4,0.176610,recorded,/home/seunghyun/exp3/exp1/results/full-run-k20-sudo-perf/raw/free-cores__eevdf__pr__r4__perf.timehist.log,"4,13,20"
free-cores,eevdf,pr,,,3,5,0.204930,recorded,/home/seunghyun/exp3/exp1/results/full-run-k20-sudo-perf/raw/free-cores__eevdf__pr__r5__perf.timehist.log,"4,13,20"
free-cores,optimal,pr,,,3,1,0.152480,recorded,/home/seunghyun/exp3/exp1/results/full-run-k20-sudo-perf/raw/free-cores__optimal__pr__r1__perf.timehist.log,"4,5,6,125"
free-cores,optimal,pr,,,3,2,0.151940,recorded,/home/seunghyun/exp3/exp1/results/full-run-k20-sudo-perf/raw/free-cores__optimal__pr__r2__perf.timehist.log,"4,5,6,118"
free-cores,optimal,pr,,,3,3,0.152750,recorded,/home/seunghyun/exp3/exp1/results/full-run-k20-sudo-perf/raw/free-cores__optimal__pr__r3__perf.timehist.log,"4,5,6,118"
free-cores,optimal,pr,,,3,4,0.152010,recorded,/home/seunghyun/exp3/exp1/results/full-run-k20-sudo-perf/raw/free-cores__optimal__pr__r4__perf.timehist.log,"4,5,6,118"
free-cores,optimal,pr,,,3,5,0.151890,recorded,/home/seunghyun/exp3/exp1/results/full-run-k20-sudo-perf/raw/free-cores__optimal__pr__r5__perf.timehist.log,"4,5,6,117"
free-cores,same-chiplet,pr,cores-11-12-13,"OMP_PLACES={11},{12},{13}",3,1,0.152580,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-11-12-13__r1__perf.timehist.log,"11,12,13,118"
free-cores,same-chiplet,pr,cores-11-12-13,"OMP_PLACES={11},{12},{13}",3,2,0.154400,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-11-12-13__r2__perf.timehist.log,"11,12,13,118"
free-cores,same-chiplet,pr,cores-11-12-13,"OMP_PLACES={11},{12},{13}",3,3,0.152730,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-11-12-13__r3__perf.timehist.log,"11,12,13,118"
free-cores,same-chiplet,pr,cores-11-12-13,"OMP_PLACES={11},{12},{13}",3,4,0.154700,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-11-12-13__r4__perf.timehist.log,"11,12,13,118"
free-cores,same-chiplet,pr,cores-11-12-13,"OMP_PLACES={11},{12},{13}",3,5,0.152880,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-11-12-13__r5__perf.timehist.log,"11,12,13,34"
free-cores,same-chiplet,pr,cores-18-19-20,"OMP_PLACES={18},{19},{20}",3,1,0.156730,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-18-19-20__r1__perf.timehist.log,"18,19,20,118"
free-cores,same-chiplet,pr,cores-18-19-20,"OMP_PLACES={18},{19},{20}",3,2,0.159160,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-18-19-20__r2__perf.timehist.log,"18,19,20,118"
free-cores,same-chiplet,pr,cores-18-19-20,"OMP_PLACES={18},{19},{20}",3,3,0.157920,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-18-19-20__r3__perf.timehist.log,"18,19,20,118"
free-cores,same-chiplet,pr,cores-18-19-20,"OMP_PLACES={18},{19},{20}",3,4,0.157760,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-18-19-20__r4__perf.timehist.log,"18,19,20,118"
free-cores,same-chiplet,pr,cores-18-19-20,"OMP_PLACES={18},{19},{20}",3,5,0.157790,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-18-19-20__r5__perf.timehist.log,"18,19,20,125"
free-cores,same-chiplet,pr,cores-25-26-27,"OMP_PLACES={25},{26},{27}",3,1,0.337480,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-25-26-27__r1__perf.timehist.log,"25,26,27,34"
free-cores,same-chiplet,pr,cores-25-26-27,"OMP_PLACES={25},{26},{27}",3,2,0.343670,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-25-26-27__r2__perf.timehist.log,"25,26,27,118"
free-cores,same-chiplet,pr,cores-25-26-27,"OMP_PLACES={25},{26},{27}",3,3,0.341450,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-25-26-27__r3__perf.timehist.log,"25,26,27,118"
free-cores,same-chiplet,pr,cores-25-26-27,"OMP_PLACES={25},{26},{27}",3,4,0.341990,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-25-26-27__r4__perf.timehist.log,"25,26,27,118"
free-cores,same-chiplet,pr,cores-25-26-27,"OMP_PLACES={25},{26},{27}",3,5,0.363160,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-25-26-27__r5__perf.timehist.log,"25,26,27,118"
free-cores,same-chiplet,pr,cores-4-5-6,"OMP_PLACES={4},{5},{6}",3,1,0.151830,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-4-5-6__r1__perf.timehist.log,"4,5,6,118"
free-cores,same-chiplet,pr,cores-4-5-6,"OMP_PLACES={4},{5},{6}",3,2,0.152340,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-4-5-6__r2__perf.timehist.log,"4,5,6,118"
free-cores,same-chiplet,pr,cores-4-5-6,"OMP_PLACES={4},{5},{6}",3,3,0.151620,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-4-5-6__r3__perf.timehist.log,"4,5,6,118"
free-cores,same-chiplet,pr,cores-4-5-6,"OMP_PLACES={4},{5},{6}",3,4,0.151360,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-4-5-6__r4__perf.timehist.log,"4,5,6,118"
free-cores,same-chiplet,pr,cores-4-5-6,"OMP_PLACES={4},{5},{6}",3,5,0.151600,recorded,/home/seunghyun/exp3/exp1/results/same-chiplet-4avg-20260325T0308Z/raw/free-cores__same-chiplet__pr__cores-4-5-6__r5__perf.timehist.log,"4,5,6,118"
