noise_nthreads	noise_config_file	noise_stdout_log	noise_stderr_log	noise_latency_output	ycsb_bundle_dir	timestamp_utc	host	arch	backend	mode	event_name	perf_scope	size_mb	working_set_mb_per_instance	total_working_set_mb	instance_count	cpu_span	recordcount_per_instance	total_recordcount	operationcount_per_instance	total_operationcount	threads_per_instance	java_active_processor_count_per_instance	fieldcount	fieldlength	approx_value_bytes_per_record	summed_stall_cycles	summed_cycles	summed_instructions	summed_task_clock_ms	summed_instance_throughput_ops_per_sec	group_wall_clock_ms	aggregate_wall_throughput_ops_per_sec	ServerPerfUserTimeMs	ServerPerfKernelTimeMs	ServerPerfCacheRefs	ServerPerfCacheMisses	ServerPerfLLCHitRatio	status	perf_event	workload_file	result_dir
11	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/11t/memory_benchmark.11t.xml	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/11t/memory_benchmark.stdout.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/11t/memory_benchmark.stderr.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/11t/memory_benchmark.latency.txt	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/11t/ycsb_bundle	2026-03-13T20:31:14Z	madracks-snode1	intel	elasticsearch	embedded	NO_RETIRED_INST_CYCLES	user	128	128	128	1	0-0	8192	8192	10000	10000	1	1	1	16374	16384	9411015238	12771367726	21734968931	4954.480000	2108.814846	5091.980	1963.872600	4510.000000	490.000000	129693189	38570935	0.685924	ok	cpu/event=0xc0,cmask=1,inv=1/	/home/seunghyun/ycsb/workloads/working_set_128mb.properties	/home/seunghyun/ycsb/results/intel_elasticsearch_multi_instance_madracks-snode1_20260313T203017Z_1990282
12	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/12t/memory_benchmark.12t.xml	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/12t/memory_benchmark.stdout.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/12t/memory_benchmark.stderr.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/12t/memory_benchmark.latency.txt	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/12t/ycsb_bundle	2026-03-13T20:32:14Z	madracks-snode1	intel	elasticsearch	embedded	NO_RETIRED_INST_CYCLES	user	128	128	128	1	0-0	8192	8192	10000	10000	1	1	1	16374	16384	9748825663	13197536779	22358090388	5118.110000	2034.174125	5274.849	1895.788865	4760.000000	410.000000	133269751	40105667	0.678588	ok	cpu/event=0xc0,cmask=1,inv=1/	/home/seunghyun/ycsb/workloads/working_set_128mb.properties	/home/seunghyun/ycsb/results/intel_elasticsearch_multi_instance_madracks-snode1_20260313T203116Z_1990538
13	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/13t/memory_benchmark.13t.xml	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/13t/memory_benchmark.stdout.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/13t/memory_benchmark.stderr.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/13t/memory_benchmark.latency.txt	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/13t/ycsb_bundle	2026-03-13T20:33:16Z	madracks-snode1	intel	elasticsearch	embedded	NO_RETIRED_INST_CYCLES	user	128	128	128	1	0-0	8192	8192	10000	10000	1	1	1	16374	16384	9943156202	13502762508	23274310359	5239.770000	1986.097319	5393.933	1853.934782	4780.000000	500.000000	134978267	42114868	0.671985	ok	cpu/event=0xc0,cmask=1,inv=1/	/home/seunghyun/ycsb/workloads/working_set_128mb.properties	/home/seunghyun/ycsb/results/intel_elasticsearch_multi_instance_madracks-snode1_20260313T203216Z_1990787
14	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/14t/memory_benchmark.14t.xml	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/14t/memory_benchmark.stdout.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/14t/memory_benchmark.stderr.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/14t/memory_benchmark.latency.txt	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/14t/ycsb_bundle	2026-03-13T20:34:18Z	madracks-snode1	intel	elasticsearch	embedded	NO_RETIRED_INST_CYCLES	user	128	128	128	1	0-0	8192	8192	10000	10000	1	1	1	16374	16384	9721976839	13126993478	22162108661	5110.100000	2032.107295	5276.183	1895.309545	4700.000000	450.000000	131468774	39945538	0.675449	ok	cpu/event=0xc0,cmask=1,inv=1/	/home/seunghyun/ycsb/workloads/working_set_128mb.properties	/home/seunghyun/ycsb/results/intel_elasticsearch_multi_instance_madracks-snode1_20260313T203318Z_1991046
15	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/15t/memory_benchmark.15t.xml	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/15t/memory_benchmark.stdout.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/15t/memory_benchmark.stderr.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/15t/memory_benchmark.latency.txt	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/15t/ycsb_bundle	2026-03-13T20:35:22Z	madracks-snode1	intel	elasticsearch	embedded	NO_RETIRED_INST_CYCLES	user	128	128	128	1	0-0	8192	8192	10000	10000	1	1	1	16374	16384	10011729283	13640052253	23597489904	5308.660000	1979.414093	5394.581	1853.712086	4860.000000	490.000000	132183786	40868725	0.668413	ok	cpu/event=0xc0,cmask=1,inv=1/	/home/seunghyun/ycsb/workloads/working_set_128mb.properties	/home/seunghyun/ycsb/results/intel_elasticsearch_multi_instance_madracks-snode1_20260313T203421Z_1991308
16	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/16t/memory_benchmark.16t.xml	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/16t/memory_benchmark.stdout.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/16t/memory_benchmark.stderr.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/16t/memory_benchmark.latency.txt	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/16t/ycsb_bundle	2026-03-13T20:36:24Z	madracks-snode1	intel	elasticsearch	embedded	NO_RETIRED_INST_CYCLES	user	128	128	128	1	0-0	8192	8192	10000	10000	1	1	1	16374	16384	9936263631	13381650120	22516725882	5221.510000	1989.653800	5397.273	1852.787510	4780.000000	480.000000	132492610	40851603	0.668527	ok	cpu/event=0xc0,cmask=1,inv=1/	/home/seunghyun/ycsb/workloads/working_set_128mb.properties	/home/seunghyun/ycsb/results/intel_elasticsearch_multi_instance_madracks-snode1_20260313T203524Z_1991561
17	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/17t/memory_benchmark.17t.xml	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/17t/memory_benchmark.stdout.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/17t/memory_benchmark.stderr.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/17t/memory_benchmark.latency.txt	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/17t/ycsb_bundle	2026-03-13T20:37:30Z	madracks-snode1	intel	elasticsearch	embedded	NO_RETIRED_INST_CYCLES	user	128	128	128	1	0-0	8192	8192	10000	10000	1	1	1	16374	16384	10127101484	13640627627	22694483223	5328.480000	1972.775695	5413.574	1847.208517	4810.000000	570.000000	134466431	40939621	0.674165	ok	cpu/event=0xc0,cmask=1,inv=1/	/home/seunghyun/ycsb/workloads/working_set_128mb.properties	/home/seunghyun/ycsb/results/intel_elasticsearch_multi_instance_madracks-snode1_20260313T203627Z_1991823
18	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/18t/memory_benchmark.18t.xml	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/18t/memory_benchmark.stdout.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/18t/memory_benchmark.stderr.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/18t/memory_benchmark.latency.txt	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/18t/ycsb_bundle	2026-03-13T20:38:35Z	madracks-snode1	intel	elasticsearch	embedded	NO_RETIRED_INST_CYCLES	user	128	128	128	1	0-0	8192	8192	10000	10000	1	1	1	16374	16384	10075421352	13475102291	22101918736	5278.060000	1969.279244	5446.729	1835.964301	4780.000000	540.000000	131486937	39020396	0.683311	ok	cpu/event=0xc0,cmask=1,inv=1/	/home/seunghyun/ycsb/workloads/working_set_128mb.properties	/home/seunghyun/ycsb/results/intel_elasticsearch_multi_instance_madracks-snode1_20260313T203733Z_1992088
19	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/19t/memory_benchmark.19t.xml	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/19t/memory_benchmark.stdout.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/19t/memory_benchmark.stderr.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/19t/memory_benchmark.latency.txt	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/19t/ycsb_bundle	2026-03-13T20:39:46Z	madracks-snode1	intel	elasticsearch	embedded	NO_RETIRED_INST_CYCLES	user	128	128	128	1	0-0	8192	8192	10000	10000	1	1	1	16374	16384	10604696385	14117722384	22802577271	5522.750000	1871.257485	5703.204	1753.400369	5050.000000	510.000000	126042846	39745828	0.656695	ok	cpu/event=0xc0,cmask=1,inv=1/	/home/seunghyun/ycsb/workloads/working_set_128mb.properties	/home/seunghyun/ycsb/results/intel_elasticsearch_multi_instance_madracks-snode1_20260313T203837Z_1992351
20	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/20t/memory_benchmark.20t.xml	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/20t/memory_benchmark.stdout.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/20t/memory_benchmark.stderr.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/20t/memory_benchmark.latency.txt	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/20t/ycsb_bundle	2026-03-13T20:40:54Z	madracks-snode1	intel	elasticsearch	embedded	NO_RETIRED_INST_CYCLES	user	128	128	128	1	0-0	8192	8192	10000	10000	1	1	1	16374	16384	10588136297	14010623332	22278367401	5496.900000	1908.761214	5625.788	1777.528766	4990.000000	550.000000	118389847	34960878	0.670159	ok	cpu/event=0xc0,cmask=1,inv=1/	/home/seunghyun/ycsb/workloads/working_set_128mb.properties	/home/seunghyun/ycsb/results/intel_elasticsearch_multi_instance_madracks-snode1_20260313T203948Z_1992608
21	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/21t/memory_benchmark.21t.xml	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/21t/memory_benchmark.stdout.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/21t/memory_benchmark.stderr.log	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/21t/memory_benchmark.latency.txt	/home/seunghyun/ycsb/results/intel_noise_thread_sweep_madracks-snode1_20260313T202101Z_1987773/runs/21t/ycsb_bundle	2026-03-13T20:42:06Z	madracks-snode1	intel	elasticsearch	embedded	NO_RETIRED_INST_CYCLES	user	128	128	128	1	0-0	8192	8192	10000	10000	1	1	1	16374	16384	11178726199	14772461782	23342681169	5781.180000	1823.486506	5883.161	1699.766503	5220.000000	610.000000	111010821	33215708	0.652969	ok	cpu/event=0xc0,cmask=1,inv=1/	/home/seunghyun/ycsb/workloads/working_set_128mb.properties	/home/seunghyun/ycsb/results/intel_elasticsearch_multi_instance_madracks-snode1_20260313T204056Z_1992874
